e69de29bb2d1      0B .nojekyll
6830994610b9   1630B acme_diags/acme_digs_v1_polar/viewer/index.html
bc9061a91e75   1631B acme_diags/plotset5/set5_LARYEA/set/large-yeager-1984-2004/fsns-global/laryea_fsns_ann_global.html
1dfc3321c90b   1633B set5_ANN_PRECT_GPCP_model.py
2d15eb5dc6c7   1638B setup.py
99ee69246cb0   1638B setup.py
e7f88337daf3   1638B acme_diags/plotset5/example_json/set5_diags_ERBE.json
fbae9aaf0194   1638B acme_diags/parser/diurnal_cycle_parser.py
403d689ca2ed   1641B acme_diags/plotset5/set5_WARREN/set/warren-cloud-surface-obs/cldlow-global/warren_cldlow_ann_global.html
58839b22bbbc   1644B tests/complete_run.py
7ae47c30500e   1644B tests/complete_run.py
4d4d24d666d6   1647B acme_diags/model_to_obs/viewer/index.html
deed5e1b5c6e   1650B acme_diags/parser/area_mean_time_series_parser.py
6853b3a4ce37   1652B acme_diags/plotset5/set5_XIEARKIN/set/cmap-1979-1998/prect-global/xiearkin_prect_ann_global.html
688d0bd97670   1653B acme_diags/plotset5/set5_PRECL/set/precl-cmap-1948-2001/prect_land-global/precl_prect_land_ann_global.html
51cbaab88207   1654B acme_diags/plotset5/set5_ISCCPFD/set/isccp-fd-jul1983-dec2000/lwcfsrf-global/isccpfd_lwcfsrf_ann_global.html
0c7e0ac8b5ea   1655B acme_diags/plotset5/set5_SSMI/set/ssmi-wentz-1987-2000/tgcldlwp_ocn-global/ssmi_tgcldlwp_ocn_ann_global.html
c0d587083621   1655B acme_diags/model_to_obs_meridional_mean/viewer/index.html
6bf2a8284343   1658B examples/ex4-model-vs-model/ex4.py
eccefea05673   1660B examples/ex4-model-vs-model/ex4.py
2f1d709439dc   1661B examples/ex4-model-vs-model/ex4.py
c48b24f2ec89   1663B acme_diags/plotset5/set5_ISCCP/set/isccp-d2-1983-2001/cldtot_visir-global/isccp_cldtot_visir_ann_global.html
0041f6f44f5d   1665B acme_diags/plotset5/set5_AIRS/set/airs-ir-sounder-2002-06/t-2000-global/airs_t_200_ann_global_t_200_mb.html
6c53eb95bf03   1665B acme_diags/plotset5/set5_AIRS/set/airs-ir-sounder-2002-06/t-8500-global/airs_t_850_ann_global_t_850_mb.html
6cac855f3adc   1667B acme_diags/parser/diurnal_cycle_parser.py
12358d91e5b5   1668B acme_diags/parser/diurnal_cycle_parser.py
f14a693595e0   1669B analysis_data_preprocess/create_HadISST_climo.sh
b1f26b651d4f   1671B examples/model_ts-vs-model_ts/myparams.py
5ac2777b004f   1673B acme_diags/plotset5/set5_ERA40/set/era40-reanalysis-1980-2001/t-2000-global/era40_t_200_ann_global_t_200_mb.html
a56337231639   1673B acme_diags/plotset5/set5_ERA40/set/era40-reanalysis-1980-2001/t-8500-global/era40_t_850_ann_global_t_850_mb.html
ae448b561707   1673B analysis_data_preprocess/create_HadISST_climo.sh
e5aefa5ff66d   1673B analysis_data_preprocess/create_HadISST_climo.sh
4aefd46c865a   1676B examples/ex4-model-vs-model/ex4.py
0ccf67c50ae5   1677B acme_diags/plotset5/set5_WILLMOTT/set/willmott-matsuura-1950-99/prect_land-global/willmott_prect_land_ann_global.html
243f9e58a9af   1677B analysis_data_preprocess/create_HadISST_climo.sh
f4b0663a74cb   1677B acme_diags/container/__init__.py
55406fd7b140   1679B acme_diags/parser/area_mean_time_series_parser.py
7f6c7686e8a7   1680B acme_diags/parser/area_mean_time_series_parser.py
1ebee10c1cd7   1695B acme_diags/plotset5/set5_UWisc_LWP/set/uwisc-1988-2008/tgcldlwp_ocn-global/uwisc_lwp_tgcldlwp_ocn_ann_global.html
c94aa720e023   1697B acme_diags/viewer/__pycache__/qbo_viewer.cpython-37.pyc
3bb34b55f547   1698B sample_output/modTS_vs_modTS_3years/viewer/taylor/summary-taylor-diagrams/all-variables/jja.html
bbb31da4a846   1698B sample_output/modTS_vs_modTS_3years/viewer/taylor/summary-taylor-diagrams/all-variables/mam.html
ef3d771c62b0   1698B sample_output/modTS_vs_modTS_3years/viewer/taylor/summary-taylor-diagrams/all-variables/djf.html
2f898a267c4e   1703B acme_diags/plotset5/set5_WHOI/set/index.html
8102eb3e98c1   1710B acme_diags/plot/__init__.py
9693933d7025   1715B acme_diags/plotset5_uvcmetrics.py
c857f5ecf0e4   1724B acme_diags/viewer/__pycache__/lat_lon_vector_viewer.cpython-37.pyc
0fd17a618f3c   1732B acme_diags/plotset5/set5_ERAI/set/set5_erai/psl-spolar/ann.html
1b941ecebbc0   1750B acme_diags/plotset5/set5_MERRA/set/set5_merra/psl-spolar/ann.html
327d82d3b435   1750B acme_diags/plotset5/set5_MERRA/set/set5_merra/psl-npolar/ann.html
3d3245da4abf   1750B acme_diags/plotset5/set5_CRU/set/set5_erbe/flut-s_polar/ann.html
5d4a2f023c6d   1750B acme_diags/plotset5/set5_CRU/set/set5_erbe/lwcf-s_polar/ann.html
9ad69360b8c2   1750B acme_diags/plotset5/set5_ERAI/set/set5_gpcp/prect-spolar/ann.html
d855a4746567   1750B acme_diags/plotset5/set5_CRU/set/set5_erbe/swcf-s_polar/ann.html
5e2902272713   1756B acme_diags/plotset5/3d/set/set5_ceres-ebaf/flut-polar_n/ann.html
5f6fee15aead   1756B acme_diags/plotset5/3d/set/set5_ceres-ebaf/lwcf-polar_s/ann.html
8976411c36b0   1756B acme_diags/plotset5/3d/set/set5_ceres-ebaf/swcf-polar_s/ann.html
9f0ef021f75b   1756B acme_diags/plotset5/3d/set/set5_ceres-ebaf/lwcf-polar_n/ann.html
aaeb962fb585   1756B acme_diags/plotset5/3d/set/set5_ceres-ebaf/swcf-polar_n/ann.html
cfa4295ab7cc   1756B acme_diags/plotset5/3d/set/set5_ceres-ebaf/flut-polar_s/ann.html
22a5ea788462   1759B acme_diags/plotset5/set5_CRU/set/set5_erai/t-200mb-s_polar/ann.html
46c8dd6c1476   1759B acme_diags/plotset5/set5_CRU/set/set5_merra/psl-s_polar/ann.html
5f1d7ff37844   1759B acme_diags/plotset5/set5_CRU/set/set5_erbe/flutc-s_polar/ann.html
740f0433f98a   1759B acme_diags/plotset5/set5_CRU/set/set5_airs/t-850mb-s_polar/ann.html
77270ee7970d   1759B acme_diags/plotset5/set5_CRU/set/set5_erai/t-850mb-s_polar/ann.html
8fd1d7e034a5   1759B acme_diags/plotset5/set5_CRU/set/set5_erai/lhflx-s_polar/ann.html
91cbaf840cce   1759B acme_diags/plotset5/set5_CRU/set/set5_erai/u-200mb-s_polar/ann.html
a591e4f6258b   1759B acme_diags/plotset5/set5_GPCP/set/set5_gpcp/prect-polar_s/ann.html
bcc34c4b9c57   1759B acme_diags/plotset5/set5_CRU/set/set5_gpcp/prect-s_polar/ann.html
d172a0e16c04   1759B acme_diags/plotset5/set5_CRU/set/set5_erai/prect-s_polar/ann.html
d541701bfbdd   1759B acme_diags/plotset5/set5_GPCP/set/set5_gpcp/prect-polar_n/ann.html
e8464c487cba   1759B acme_diags/plotset5/set5_CRU/set/set5_airs/t-200mb-s_polar/ann.html
57080488904c   1760B acme_diags/plotset5/example_json/set5_diags_JRA25.json
39f22391d215   1763B analysis_data_preprocess/split_vars.py
1cb12995476b   1765B acme_diags/plotset5/3d/set/set5_merra/psl-polar_s/ann.html
31131476e8bf   1765B acme_diags/myresults_05_30_cartopy/set-4/set4_erai/u-global/ann.html
44c2d439c2cb   1765B acme_diags/plotset5/3d/set/set5_merra/psl-polar_n/ann.html
54828ecdd678   1765B acme_diags/plotset5/3d/set/set5_gpcp/prect-polar_n/ann.html
5a56462d3b1b   1765B acme_diags/myresults_05_30_cartopy/set-4/set4_airs/t-global/ann.html
5aa7664f8aba   1765B acme_diags/myresults_05_30_cartopy/set-4/set4_erai/t-global/ann.html
ce311347fae8   1765B acme_diags/plotset5/3d/set/set5_ceres-ebaf/flutc-polar_n/ann.html
f7bfde6bb213   1765B acme_diags/plotset5/3d/set/set5_ceres-ebaf/flutc-polar_s/ann.html
ff6429160965   1765B acme_diags/plotset5/3d/set/set5_gpcp/prect-polar_s/ann.html
52aa732ca293   1766B acme_diags/model_to_obs_meridional_mean/prov/environment.yml
60a5fd8fa1bb   1766B analysis_data_preprocess/split_vars.py
29b1d997fbfc   1768B acme_diags/plotset5/set5_CRU/set/set5_erai/z3-300mb-s_polar/ann.html
555197716d43   1768B acme_diags/plotset5/set5_CRU/set/set5_erai/z3-500mb-s_polar/ann.html
9f874c2de351   1768B acme_diags/plotset5/set5_CRU/set/set5_erbe/fsntoa-s_polar/ann.html
bc889dcdbc1d   1768B acme_diags/plotset5/set5_CRU/set/set5_erbe/restom-s_polar/ann.html
e99418b5baca   1768B acme_diags/plotset5/set5_CRU/set/set5_erai/preh2o-s_polar/ann.html
ebd38d1f008f   1768B acme_diags/acme_driver.py
773c9cd77f46   1771B acme_diags/driver/default_diags/legacy_diags/cosp_histogram_ACME.json
504b33bc79e4   1774B acme_diags/plotset5/3d/set/set5_ceres-ebaf/fsntoa-polar_n/ann.html
9ab5c1e2e019   1774B acme_diags/plotset5/3d/set/set5_ceres-ebaf/restom-polar_n/ann.html
c88fe1ecf5ce   1774B acme_diags/plotset5/3d/set/set5_ceres-ebaf/restom-polar_s/ann.html
d294fd2cf899   1774B acme_diags/plotset5/3d/set/set5_ceres-ebaf/fsntoa-polar_s/ann.html
0528362bf4e0   1777B acme_diags/plotset5/set5_CRU/set/set5_merra/u-200mb-s_polar/ann.html
2c920f28904c   1777B analysis_data_preprocess/split_vars.py
2f8a53a7afe8   1777B acme_diags/plotset5/set5_CRU/set/set5_merra/t-850mb-s_polar/ann.html
30e32ac7b0da   1777B acme_diags/plotset5/set5_CRU/set/set5_jra25/t-850mb-s_polar/ann.html
52596da4834d   1777B acme_diags/plotset5/set5_CRU/set/set5_era40/lhflx-s_polar/ann.html
56c0cb85f5f1   1777B acme_diags/plotset5/set5_CRU/set/set5_jra25/u-200mb-s_polar/ann.html
6cbded1ef98e   1777B acme_diags/plotset5/set5_CRU/set/set5_era40/u-200mb-s_polar/ann.html
77a4832a9192   1777B acme_diags/plotset5/set5_CRU/set/set5_era40/t-200mb-s_polar/ann.html
7902b7043151   1777B acme_diags/plotset5/set5_CRU/set/set5_era40/t-850mb-s_polar/ann.html
913a50db02d6   1777B acme_diags/plotset5/set5_CRU/set/set5_merra/t-200mb-s_polar/ann.html
a2315fafffe3   1777B acme_diags/plotset5/set5_CRU/set/set5_erbe/fsntoac-s_polar/ann.html
be5ea8d28885   1777B acme_diags/plotset5/set5_CRU/set/set5_jra25/lhflx-s_polar/ann.html
bf90ace0ce1e   1777B acme_diags/plotset5/set5_CRU/set/set5_jra25/shflx-s_polar/ann.html
d2aced0c652c   1777B acme_diags/plotset5/set5_CRU/set/set5_jra25/t-200mb-s_polar/ann.html
06636ff88b45   1783B acme_diags/myresults_05_30_cartopy/set-4/set4_merra/u-global/ann.html
08970e7ca2d1   1783B acme_diags/plotset5/polar/set/set5_merra/t-200-mb-polar_n/ann.html
0cd96e5c73ab   1783B acme_diags/myresults_05_30_cartopy/set-4/set4_jra25/u-global/ann.html
2967a54983f7   1783B acme_diags/plotset5/3d/set/set5_era40/lhflx-polar_s/ann.html
3eeb75d2ab77   1783B acme_diags/plotset5/3d/set/set5_merra/t-200-mb-polar_s/ann.html
43eee8c18eaa   1783B acme_diags/plotset5/3d/set/set5_era40/lhflx-polar_n/ann.html
47ca94c31797   1783B acme_diags/plotset5/3d/set/set5_ceres-ebaf/fsntoac-polar_n/ann.html
5fb9b9726373   1783B acme_diags/myresults_05_30_cartopy/set-4/set4_jra25/t-global/ann.html
63998d2cd488   1783B acme_diags/plotset5/polar/set/set5_merra/t-850-mb-polar_s/ann.html
766d6f51d013   1783B acme_diags/driver/default_diags/area_mean_time_series_model_vs_model.cfg
7ae549d4cadb   1783B acme_diags/plotset5/polar/set/set5_merra/t-850-mb-polar_n/ann.html
80d9fd453b0c   1783B acme_diags/plotset5/polar/set/set5_merra/u-200-mb-polar_s/ann.html
9f6367b0b628   1783B acme_diags/plotset5/3d/set/set5_laryea/shflx-polar_s/ann.html
c15e2048bf16   1783B acme_diags/myresults_05_30_cartopy/set-4/set4_merra/t-global/ann.html
e97885b186b9   1783B acme_diags/plotset5/3d/set/set5_laryea/shflx-polar_n/ann.html
f41e1c0768a3   1783B acme_diags/plotset5/3d/set/set5_ceres-ebaf/fsntoac-polar_s/ann.html
f96b76b94b78   1783B acme_diags/plotset5/polar/set/set5_merra/u-200-mb-polar_n/ann.html
05fc4530ca5c   1786B acme_diags/plotset5/set5_CRU/set/set5_laryea/qflx-s_polar/ann.html
17ca11a1ce2c   1786B acme_diags/plotset5/set5_CRU/set/set5_merra/preh2o-s_polar/ann.html
18945ee56ced   1786B acme_diags/plotset5/set5_CRU/set/set5_jra25/preh2o-s_polar/ann.html
321b821c22fa   1786B acme_diags/plotset5/set5_CRU/set/set5_era40/z3-300mb-s_polar/ann.html
363cab6309e2   1786B acme_diags/plotset5/set5_CRU/set/set5_jra25/z3-500mb-s_polar/ann.html
4dfb7498bc6f   1786B acme_diags/plotset5/set5_CRU/set/set5_laryea/fsns-s_polar/ann.html
525730beb553   1786B acme_diags/plotset5/set5_CRU/set/set5_merra/z3-500mb-s_polar/ann.html
690d85c8efb8   1786B acme_diags/plotset5/set5_CRU/set/set5_jra25/z3-300mb-s_polar/ann.html
6cd70a0d7365   1786B acme_diags/plotset5/set5_CRU/set/set5_laryea/flns-s_polar/ann.html
7f7cfe7a6f7f   1786B acme_diags/plotset5/set5_CRU/set/set5_era40/z3-500mb-s_polar/ann.html
ab4b5b272cdb   1786B acme_diags/plotset5/set5_CRU/set/set5_era40/preh2o-s_polar/ann.html
c3c875b69e53   1786B acme_diags/plotset5/set5_CRU/set/set5_merra/z3-300mb-s_polar/ann.html
fd249959207f   1786B acme_diags/plotset5/set5_CRU/set/set5_jra25/trefht-s_polar/ann.html
db0f62ca161e   1789B tests/complete_run_v2_3_0.py
0ae6d3525ad6   1792B acme_diags/plotset5/3d/set/set5_merra/preh2o-polar_n/ann.html
25af83fbfc5a   1792B acme_diags/myresults_05_30_cartopy/set-5/set5_erbe/flut-global/ann.html
27d6b596aee0   1792B acme_diags/plotset5/3d/set/set5_merra/z3-300-mb-polar_s/ann.html
2b1d9d93ceb8   1792B acme_diags/myresults_05_30_cartopy/set-4/set4_erai/shum-global/ann.html
3087e2ffa3d9   1792B acme_diags/plotset5/3d/set/set5_laryea/qflx-polar_n/ann.html
3398f0aa5ca9   1792B acme_diags/plotset5/3d/set/set5_jra25/trefht-polar_n/ann.html
3b9dacceaa4b   1792B acme_diags/myresults_05_30_cartopy/set-5/set5_erbe/swcf-global/ann.html
401f68c3dde2   1792B acme_diags/plotset5/polar/set/set5_merra/preh2o-polar_n/ann.html
47ff424966b2   1792B acme_diags/plotset5/3d/set/set5_merra/preh2o-polar_s/ann.html
481fb1f04085   1792B acme_diags/myresults_05_30_cartopy/set-3/set3_erbe/lwcf-global/ann.html
4e393b75e11a   1792B acme_diags/plotset5/3d/set/set5_jra25/trefht-polar_s/ann.html
5bfcb1a3621b   1792B acme_diags/myresults_05_30_cartopy/set-5/set5_erbe/lwcf-global/ann.html
60982b7e4006   1792B acme_diags/plotset5/polar/set/set5_merra/z3-500-mb-polar_n/ann.html
6338ec35b33f   1792B acme_diags/plotset5/3d/set/set5_merra/z3-500-mb-polar_s/ann.html
6547afe70fc7   1792B acme_diags/myresults_05_30_cartopy/set-3/set3_erbe/flut-global/ann.html
73d5f777bda0   1792B acme_diags/plotset5/polar/set/set5_merra/z3-300-mb-polar_n/ann.html
78a19a61731d   1792B acme_diags/myresults_05_30_cartopy/set-5/set5_whoi/qflx-global/ann.html
8eeea430020c   1792B acme_diags/myresults_05_30_cartopy/set-4/set4_airs/shum-global/ann.html
a54490c6c366   1792B acme_diags/plotset5/polar/set/set5_merra/z3-300-mb-polar_s/ann.html
b46ac4ddd1fe   1792B acme_diags/plotset5/3d/set/set5_merra/z3-500-mb-polar_n/ann.html
ca5e3f459528   1792B acme_diags/plotset5/3d/set/set5_laryea/qflx-polar_s/ann.html
cd3675535180   1792B acme_diags/plotset5/3d/set/set5_merra/z3-300-mb-polar_n/ann.html
ed58bd8c2e7b   1792B acme_diags/plotset5/polar/set/set5_merra/z3-500-mb-polar_s/ann.html
f18f03a6ad4d   1792B acme_diags/myresults_05_30_cartopy/set-3/set3_whoi/qflx-global/ann.html
f21869353143   1792B acme_diags/plotset5/polar/set/set5_merra/preh2o-polar_s/ann.html
fe22b563253b   1792B acme_diags/myresults_05_30_cartopy/set-3/set3_erbe/swcf-global/ann.html
2bfb4de4ea8f   1795B acme_diags/plotset5/set5_CRU/set/set5_cru/trefht_land-s_polar/ann.html
4af72a1230d5   1795B acme_diags/plotset5/set5_CRU/set/set5_ssmi/prect_ocn-s_polar/ann.html
e90ee2c55ec1   1795B acme_diags/plotset5/set5_CRU/set/set5_laryea/shflx-s_polar/ann.html
2c194c702288   1796B analysis_data_preprocess/README
004d4c292027   1801B acme_diags/myresults_05_30_cartopy/set-7/set7_erbe/flut-polar_n/ann.html
04afca70b262   1801B acme_diags/myresults_05_30_cartopy/set-5/set5_erbe/flutc-global/ann.html
0cfa4a3be804   1801B acme_diags/myresults_05_30_cartopy/set-5/set5_erai/prect-global/ann.html
0d9e6619a5dd   1801B acme_diags/myresults_05_30_cartopy/set-4/set4_erai/omega-global/ann.html
0dd78b84d2fb   1801B acme_diags/myresults_05_30_cartopy/set-5/set5_erai/u-200-mb-global/ann.html
14506a0827e4   1801B acme_diags/myresults_05_30_cartopy/set-5/set5_merra/psl-global/ann.html
4201e9226607   1801B acme_diags/myresults_05_30_cartopy/set-7/set7_erbe/flut-polar_s/ann.html
4832bcf0e2f8   1801B acme_diags/myresults_05_30_cartopy/set-5/set5_whoi/lhflx-global/ann.html
49e2e9eea35b   1801B acme_diags/myresults_05_30_cartopy/set-3/set3_erai/prect-global/ann.html
61e6131159b5   1801B acme_diags/myresults_05_30_cartopy/set-7/set7_erbe/lwcf-polar_s/ann.html
6318dccf5b6b   1801B acme_diags/myresults_05_30_cartopy/set-3/set3_merra/psl-global/ann.html
631f9430ab8e   1801B acme_diags/myresults_05_30_cartopy/set-5/set5_airs/t-200-mb-global/ann.html
76df2a12ce22   1801B acme_diags/myresults_05_30_cartopy/set-3/set3_erbe/flutc-global/ann.html
76f0df4b585c   1801B acme_diags/myresults_05_30_cartopy/set-7/set7_erbe/swcf-polar_n/ann.html
79477ae8ed0d   1801B acme_diags/myresults_05_30_cartopy/set-5/set5_gpcp/prect-global/ann.html
83f8e303e0ff   1801B acme_diags/myresults_05_30_cartopy/set-3/set3_gpcp/prect-global/ann.html
848ee35329e9   1801B acme_diags/myresults_05_30_cartopy/set-3/set3_erai/t-200-mb-global/ann.html
94eeabf0d359   1801B acme_diags/plotset5/3d/set/set5_ssmi/prect_ocn-polar_s/ann.html
9a227a6fa600   1801B acme_diags/myresults_05_30_cartopy/set-3/set3_erai/t-850-mb-global/ann.html
9a6b64605daf   1801B acme_diags/myresults_05_30_cartopy/set-3/set3_airs/t-850-mb-global/ann.html
9af161b7a36f   1801B acme_diags/plotset5/3d/set/set5_ssmi/prect_ocn-polar_n/ann.html
b73abdd5f40a   1801B acme_diags/myresults_05_30_cartopy/set-3/set3_whoi/lhflx-global/ann.html
b93f99abf1a1   1801B acme_diags/myresults_05_30_cartopy/set-5/set5_airs/t-850-mb-global/ann.html
b9b40680b7c0   1801B acme_diags/myresults_05_30_cartopy/set-7/set7_erbe/swcf-polar_s/ann.html
ba9787add371   1801B acme_diags/myresults_05_30_cartopy/set-7/set7_erbe/lwcf-polar_n/ann.html
bb43adb39ff0   1801B acme_diags/myresults_05_30_cartopy/set-5/set5_erai/lhflx-global/ann.html
bf09cbfeae06   1801B acme_diags/myresults_05_30_cartopy/set-3/set3_erbe/swcf-tropics/ann.html
d4424aaa2b10   1801B acme_diags/myresults_05_30_cartopy/set-5/set5_erai/t-200-mb-global/ann.html
d6a5bea6f89a   1801B acme_diags/myresults_05_30_cartopy/set-5/set5_erbe/swcf-tropics/ann.html
f06d1960ef39   1801B acme_diags/myresults_05_30_cartopy/set-5/set5_erai/t-850-mb-global/ann.html
f29eb7cfd64d   1801B acme_diags/myresults_05_30_cartopy/set-3/set3_erai/u-200-mb-global/ann.html
f740d23ade6b   1801B acme_diags/myresults_05_30_cartopy/set-3/set3_erai/lhflx-global/ann.html
f89e661a1dc6   1801B acme_diags/myresults_05_30_cartopy/set-3/set3_airs/t-200-mb-global/ann.html
67b11286171c   1803B analysis_data_preprocess/obs_data.yml
07f9b7a7f213   1804B acme_diags/plotset5/set5_CRU/set/set5_isccpfd/fsds-s_polar/ann.html
1c868294121d   1804B acme_diags/plotset5/set5_CRU/set/set5_warren/cldlow-s_polar/ann.html
33f967fe7a40   1804B acme_diags/plotset5/set5_CRU/set/set5_isccpfd/flns-s_polar/ann.html
6b75bf00ddfb   1804B acme_diags/plotset5/set5_CRU/set/set5_ssmi/preh2o_ocn-s_polar/ann.html
b374c3d92733   1804B acme_diags/plotset5/set5_CRU/set/set5_isccpfd/fsns-s_polar/ann.html
b8c1c8cc371d   1804B acme_diags/plotset5/set5_CRU/set/set5_warren/cldtot-s_polar/ann.html
e0b439bbaacb   1804B acme_diags/plotset5/set5_CRU/set/set5_isccpfd/flds-s_polar/ann.html
4b33f977427f   1807B acme_diags/viewer/viewer.py
0adc2919ed46   1810B acme_diags/myresults_05_30_cartopy/set-3/set3_erai/z3-300-mb-global/ann.html
23d746e9797f   1810B acme_diags/plotset5/3d/set/set5_isccpfd/flds-polar_s/ann.html
264140d0e9fb   1810B acme_diags/plotset5/3d/set/set5_laryea/fsns-polar_n/ann.html
26a384801f52   1810B acme_diags/myresults_05_30_cartopy/set-5/set5_erai/z3-500-mb-global/ann.html
2ad682cbc3b1   1810B acme_diags/myresults_05_30_cartopy/set-7/set7_merra/psl-polar_s/ann.html
2ff9cef62a56   1810B acme_diags/myresults_05_30_cartopy/set-7/set7_merra/psl-polar_n/ann.html
338b119ba82f   1810B acme_diags/plotset5/3d/set/set5_laryea/fsns-polar_s/ann.html
3c3c0075fe18   1810B acme_diags/myresults_05_30_cartopy/set-5/set5_erai/z3-300-mb-global/ann.html
41cc00c619f9   1810B acme_diags/plotset5/3d/set/set5_isccpfd/flds-polar_n/ann.html
443f28660695   1810B acme_diags/myresults_05_30_cartopy/set-5/set5_erai/preh2o-global/ann.html
4baaf7e62cb6   1810B acme_diags/myresults_05_30_cartopy/set-4/set4_merra/shum-global/ann.html
505be292a3cf   1810B acme_diags/myresults_05_30_cartopy/set-3/set3_nvap/preh2o-global/ann.html
